18.3721   19.2701   16.0302   16.6824   19.6371   17.1393   22.3464
   12.7180   15.9108   14.4668   13.8922   18.9620   14.4688   13.9284
   10.1084   12.1593   11.6030   11.9927   13.7139   15.7989   14.7008
   15.2230   20.8053   20.4644   17.0643   19.2125   16.1958   17.6104
   18.1596   16.2456   16.3965   15.9442   14.8649   18.4426   17.8813
   19.6080   19.3058   16.3461   18.4238   13.1995   14.5907   21.7069
   20.7557   22.7414   15.2771   13.4617   15.0207   11.5495   13.4929
    8.4120   15.9594   21.1625   16.3792   19.1068   14.9207   13.8257
   13.2183   17.2178   13.9954   14.5013   15.6549   15.9113   17.1470
   19.1923   17.8030   18.7207   18.6764   18.5554   19.3903   19.8361
   19.3444   17.5764   14.9556   11.1948   13.8273   19.1004   15.8540
   20.8091   15.9630   18.2666   18.6085   20.8006   20.0057   23.4604
   19.5965   18.2758   19.4115   17.0588   17.5497   18.5024   11.0236
   17.1749   15.9464   11.8701   17.3155   15.8140   16.8340   15.0452
   17.1059   14.3823   14.9678   18.3210   18.7486   16.0420   16.6091
   19.5715   22.5842   16.5481   20.3729   20.9343   19.5288   20.6669
   20.5363   18.4987   17.4088   15.3364   18.2044   19.1770   18.3777
   24.7825   21.0483   19.0251   21.7320   17.8130   19.0632   22.5691
   15.9641   15.9697   16.9817   18.4909   19.9816   23.3677   17.0227
   16.9126   14.9395   17.1382   17.9765   18.3715   15.5153   20.0333
   19.0781   16.4770   15.0932   15.8220   15.6290   18.3872   15.9218
   17.4068   16.4257   17.7286   17.6642   18.3037   12.2503   14.3922
    8.0382    9.7524   16.2323   18.4989   18.5126   17.6642   14.6910
   17.3207   19.0894   17.6005   13.9365   13.8510   15.3386   14.5115
   14.9199   13.6696   13.4009   13.7059   16.6959   16.7635   17.1588
   20.5551   19.1138   20.4763   15.1988   17.4435   15.4173   16.5456
   17.4217   16.3025   21.7619   19.0390   17.1688   16.9428   15.8853
   18.8029   18.2410   12.0412   13.9059   10.9438   14.1756   13.5384
   17.6840   16.3184   19.5796   16.9280   17.9169   19.6255   14.8799
   16.1714   13.7028   13.8082   17.9617   15.0957   13.2316    9.6424
   15.6412   15.0561   12.7957   15.8037   20.3514   18.4923   20.0000
   16.9245   17.4010   19.9071   22.2053   18.8860   20.7614   19.9438
   19.6139   15.5818   19.8602   17.3107   16.9322   17.9766   18.5445
   16.1383   20.5170   14.1771   13.9176   16.5958   14.5420   14.8788
   12.8222   15.7160
