9.4939   10.1933   10.3854   11.5517    8.3950    8.7441    8.6695
    8.7561    9.9257   10.2900    9.7832    7.6068    5.8430    6.0087
    8.3043    8.7351    9.0655    8.3891   10.0965   11.2415   12.0703
   11.1744   10.0817    9.0305   11.8308   11.9361    9.4407    9.6441
    9.1965   10.4124   10.8057   10.1193   10.5181   11.5694   10.6230
   10.7248    7.5756    8.9919   12.2831   12.2095   12.1841    9.6763
    7.9573    9.2479    7.1774    7.8467    6.9913    8.8588    9.1126
    9.3645    9.6606   10.0025    8.0043    9.1011   10.2260    8.9221
    9.1357    9.9432    9.7326   10.0455   10.3393   11.4784   10.4399
    9.7025    9.5653    9.1217    9.5737    8.8592    9.6305    8.5177
    7.3507    8.3227    9.2672   10.7688   10.9477    9.7373   10.9352
   10.1832   11.6945   11.6382   11.2762   10.5663   10.6523   11.2650
   10.7162   11.0438   11.4104    7.7268    9.7059    8.6133    7.8932
    8.8469    9.1149    9.1423    9.2212    9.6550    8.9647    8.6212
   11.2116   10.5920    8.9162    9.5548   12.6862   12.4456   11.9055
   11.4469   11.4223   11.6199   11.4946   10.9755   11.2000   10.2523
    9.3495   12.1222   11.4289   13.1124   13.5377   13.4988    9.8525
   11.9030   11.8936   11.2991    9.8819   10.5256   11.8308   12.2452
   11.1685   11.7051   11.8936   10.3250   11.2374    9.4814   10.0563
   10.8224   10.5560   11.2539   10.7832   10.5427   10.3220    9.9632
    9.9959    8.7682   10.5324   10.7069    9.3329    9.8132   10.3613
   10.1990   10.0899    7.0390    7.1445    7.1133    7.5875   10.0210
   11.7907   11.4502   10.1827    9.5424    9.1574    9.8234   10.4390
    8.8624    9.2514    8.9457    9.5996    9.2082    7.7885    8.2165
    9.1686    8.5478    8.2107    9.4854   11.6082   11.2495   10.8768
   10.4489    9.0429   10.5423   11.4923   10.8427    9.2755   13.1706
   11.4229   11.1841   10.3321    9.9153   11.3286   10.7019    9.0203
    8.0778    7.9680    9.1185    8.6421    9.6714    9.1066   11.1035
   10.4827   10.7584   10.9960    9.5280    9.1645    8.5375    9.4812
    9.7765    9.0111    9.0267    7.3082    8.6607    8.9301    9.3120
   10.3120   11.0406   10.6635   11.3718   10.4217   11.7399   11.6966
   12.0372   11.8444   12.0845   11.7882   11.5784   10.7010    9.6563
   10.0698   11.1038   10.6114   10.4613    9.6874   10.8908    9.4787
    9.7128    9.1713    9.5679    7.9333    8.5961    8.2867    8.7614
    8.7463   10.5654
