1714.61 1412.473 1598.505 1549.348 1597.717
1709.276 1653.768 1556.984 1900.146 1767.151
1805.029 1680.446 1701.139 1853.657 1817.441
1895.605 1781.648 1823.519 1736.368 1708.279
1874.808 1793.326 1914.797 1687.563 1941.867
1977.089 1884.422 1944.203 2148.233 2144.668
2149.031 2131.183 1950.169 2008.089 1869.299
2003.607 1756.646 1915.352 1997.812 1860.739
1906.545 2163.343 2008.955 2260.637 2273.142
2268.744 2154.7 2211.999 2223.142 2314.529
2253.714 2144.616 2111.803 2058.906 2291.566
2139.267 2130.367 2237.977 2189.691 2281.068
2394.796 2563.792 2511.51 2307.854 2292.613
2396.702 2484.309 2384.219 2408.16 2317.185
2474.903 2351.871 2529.241 2290.664 2413.229
2413.699 2265.843 2514.821 2414.082 2429.886
2392.097 2546.404 2506.741 2621.24 2351.108
2499.61 2471.67 2547.58 2540.142 2467.666
2628.497 2512.645 2786.114 2615.966 2756.753
2515.329 2663.657 2687.401 2483.497 2680.085
