234.3794 228.3035 225.7426 227.9987 230.6283
230.6446 232.333 228.1481 223.2235 222.4558
225.3319 226.7846 224.1238 224.6355 223.4413
222.8668 222.5734 218.0381 219.0284 224.085
226.6446 234.5121 239.262 248.6973 252.9915
248.5775 251.9024 253.0971 247.9779 243.3685
241.5656 240.4027 237.5275 233.501 229.53
231.3316 232.4796 235.3889 234.5568 231.7958
230.8201 234.1082 238.813 241.937 245.7968
243.3719 241.3286 245.1509 248.4948 253.4653
249.2987 249.4589 248.083 248.4143 244.0142
239.2978 236.7384 237.5298 238.4944 239.6586
240.8409 240.6815 242.2139 239.9296 243.3719
246.6779 252.1983 251.7448 254.2274 254.6692
257.3593 261.7016 263.7182 261.2228 263.5099
263.3589 265.3424 265.7566
