19.73779 16.27846 29.52425 11.99107 13.59875
7.542237 15.02463 17.57828 20.50203 13.16593
13.70877 10.82442 16.38452 17.29896 19.45397
14.38174 13.91738 11.94209 15.01963 17.19349
18.01905 16.27217 15.45825 10.27962 16.83149
14.43904 20.37664 16.661 16.43821 10.19971
14.75193 13.68354 21.23435 15.33418 15.83037
9.822613 13.95472 15.45904 21.58116 15.89779
16.25723 7.905204 13.0329 15.13048 22.9095
15.83334 15.49497 8.464944 14.62135 14.49942
22.14138 15.19358 15.38642 11.14535 16.01141
13.22357 19.0829 17.01339 16.95637 14.55265
14.5179 15.73256 14.4031 17.46245 15.85388
15.46763 15.30773 15.12406 15.01162 16.48609
14.97076 14.04992 13.73626 20.37413 15.52661
14.20258 12.29694 15.34519 15.64616 19.01774
14.72052 15.08924 11.59355 16.89761 15.96627
18.62186 13.67146 15.65652 11.83259 18.25944
13.08177 21.52349 13.50909 18.94364 9.871264
16.12892 14.10936 19.75855 15.20616 18.22921
11.15733 16.32673 13.85141 18.78714 15.08649
16.88223 13.45015 16.31677 14.05728 19.79984
12.62552 19.76205 12.56075 18.16898 11.77682
15.67327 12.63476 19.60476 15.73703 15.86519
12.15728 13.71218 14.43362 18.08371 14.05031
15.32199 15.59486 17.08592 18.01234 14.11798
15.80039 12.79409 17.14007 14.92894 17.09364
10.69233 16.18366 13.62363 17.72399 18.18979
15.84478 15.56692 13.47473 15.75069 18.14847
16.28317 15.5566 15.15889 16.93829 15.5842
16.23849 14.61732 15.94446 18.46037 17.20057
18.52452 11.5826 15.13201 13.79148 17.44983
16.85768 16.33924 11.23478 15.34598 16.02985
17.99878 16.93151 14.92328 16.72777 13.41716
15.33898 12.45504 18.56862 16.123 19.60979
13.12438 13.22432 15.13608 15.0785 19.19417
15.42285 17.02726 12.40221 16.39852 14.76843
14.84478 17.32431 14.9021 16.62271 13.81521
14.22432 13.64884 17.3816 16.72091 17.7674
13.88401 13.47263 14.37799 15.46143 18.52516
17.22571 15.67793 11.42065 14.64106 15.73347
16.88622 18.90377 12.05146 15.69856 9.702178
18.05499 15.8137 19.6204 13.83115 15.53613
9.671159 16.30507 17.43393 20.37662 16.54229
12.42259 9.441213 15.8195 13.76303 21.7341
15.22957 15.29487 9.441219 13.74273 18.02873
20.41204 14.96398 11.93497 9.457187 15.37255
17.15205 22.31811 16.50143 14.16292 9.821616
15.3575 15.79394 21.46859 15.24193 14.61017
12.93206 14.55363 16.67445 16.63895 17.6763
13.95894 12.42824 17.51615 16.11009 19.94192
12.82603 13.72385 12.18267 15.78848 16.57593
19.53737 14.12757 12.99863 11.40698 18.36843
16.55816 20.16058 12.67604 12.61379 11.41088
18.15558 16.55249 19.9429 10.75896 14.59556
10.10672 18.45934 17.89102 20.48934 14.56661
13.70944 12.55893 14.60546 17.25665 17.40309
16.89492 14.22444 12.27933 13.84075 15.33598
17.09419 16.89889 16.45453 13.0627 14.64188
11.06589 18.83445 17.47435 17.71628 14.18611
13.73898 14.00232 17.76123 17.16299 16.75397
12.32396 13.68912 13.76096 17.58033 21.11143
14.43995 16.39722 9.726805 18.02287 16.40532
18.96966 10.97615 14.54907 12.83743 18.32526
14.45995 17.00394 14.53658 14.49052 13.61643
15.46875 16.35575 16.13873 15.92688 14.72418
14.30384 14.02726 15.7374 17.48501 16.34423
16.46598 13.5562 14.87073 14.91474 16.9443
17.18494 15.00916 14.60582 15.69589 14.37321
17.22733 15.99687 15.48415 15.06388 15.37963
13.73349 17.50985 15.77834 18.12008 13.4622
16.64197 13.99807 17.3723 15.67841 17.21613
15.43699 13.33055 14.70082 15.06748 16.19672
16.27183 14.47957 13.5226 14.70324 16.23782
16.56865 15.15725 15.66748 15.29647 16.50599
16.06273 17.24135 13.23167 14.48558 15.05629
18.10731 17.66567 13.74426 15.29267 16.13663
16.68234 16.96118 14.43923 15.13146 13.23606
16.20619 14.49552 14.98469 13.54713 13.25823
14.43876 16.96971 16.39961 17.14578 13.4267
16.39514 15.94817 16.69743 17.30254 13.02334
15.73565 13.953 17.79794 13.60906 17.69888
11.50163 16.87127 12.66158 17.38757 13.37801
16.73638 13.13459 15.27151 14.50994 18.91929
15.98513 16.25142 14.16575 15.78149 15.87008
16.28089 15.13029 16.92326 14.99903 16.34873
13.72129 18.13715 11.7207 17.24325 11.5089
20.95959 14.26201 19.04463 11.97715 13.81132
13.4324 16.52472 16.95871 16.87776 14.76201
13.95581 14.40271 14.03822 17.18123 14.72322
16.68405 11.82403 17.97366 14.76794 18.05619
12.59223 15.83697 14.89657 19.04742 14.67606
13.19309 12.46865 15.51179 17.26227 19.62591
15.57129 13.29596 13.50292 14.65787 16.63771
16.20765 14.87074 14.19721 13.9445 15.76095
16.27714 14.67962 14.34002 13.91227 15.90153
16.55921 17.71965 15.29381 15.87244 13.52867
15.82159 15.07545 18.8392 12.84026 14.77846
12.73791 16.99012 13.98912 17.93292 9.92995
13.98526 12.16034 19.2202 13.84244 16.18982
